;Name;MovieType;Director;Duration;Year;Country;Worldwide;Scenarist;Month;Season;Top_Director
4591;The Emperor's Club;Dram;Michael Hoffman;108;2002;ABD;$16,318,449;"Neil Tolkin
                                        ";May?s;spring;0
4592;Savage Grace;Dram;Tom Kalin;97;2007;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4593;Yusuf Yusuf;Komedi;Ersoy Güler;93;2014;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4594;Hollywood Homicide;Aksiyon;Ron Shelton;116;2003;ABD;$51,142,659;"Ron Shelton
                                        ";Eylül;autumn;0
4595;42;Dram;Brian Helgeland;128;2013;ABD;$97,470,701;#YOK;#YOK;#YOK;0
4596;Heat;Aksiyon;Simon West;92;2015;ABD;$67,437,309;Michael Mann;Mart;spring;0
4597;Are We There Yet?;Aile;Brian Levant;95;2005;ABD;$97,918,663;#YOK;#YOK;#YOK;0
4599;Stuck On You;Komedi;"Bobby Farrelly
                                        ,                                                                                                                     Peter Farrelly";119;2003;ABD;$65,784,503;"Bobby Farrelly
                                        ";Mart;spring;#YOK
4601;Kar???k Kaset;Dram;Tunç ?ahin;107;2014;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4602;Carol;Dram;Todd Haynes;118;2015;Multi Nation;$40,272,135;Phyllis Nagy;?ubat;winter;0
4603;The Lost City;Dram;Andy Garcia;144;2005;ABD;$192,907,684;Guillermo Cabrera Infante;Temmuz;summer;0
4604;After The Sunset;Aksiyon;Brett Ratner;97;2004;ABD;$62,657,868;"Craig Rosenberg
                                        ";Nisan;spring;0
4605;Insidious: The Last Key;Gerilim;Adam Robitel;103;2018;ABD;$167,885,588;Leigh Whannell;Ocak;winter;0
4606;Sylvia;Dram;Christine Jeffs;109;2003;?ngiltere;#YOK;#YOK;#YOK;#YOK;#YOK
4607;The Replacements;Komedi;Howard Deutch;118;2000;ABD;$50,054,511;Vince Mc Kevin;A?ustos;summer;0
4608;Last Knights;Aksiyon;Kazuaki Kiriya;115;2015;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4609;Öteki Taraf;Dram;Özcan Deniz;104;2017;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4610;Lost And Delirious;Dram;Léa Pool;103;2001;Kanada;#YOK;#YOK;#YOK;#YOK;#YOK
4613;Dnevnoy Dozor;Aksiyon;Timur Bekmambetov;145;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4614;Dokuz;Gerilim;Ümit Ünal;91;2002;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4615;Shanghai Kiss;Dram;"David Ren
                                        ,                                                                                                                     Kern Konwiser";106;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4618;Geni? Aile: Yap??t?r;Komedi;Ömer U?ur;96;2015;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4619;The Cold Light Of Day;Aksiyon;Mabrouk El Mechri;93;2012;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4620;Enigma;Dram;Michael Apted;119;2001;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4621;Sex and Death 101;Dram;Daniel Waters;117;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4622;The Hoax;Dram;Lasse Hallström;116;2006;ABD;#YOK;#YOK;#YOK;#YOK;0
4623;Heartless;Dram;Philip Ridley;114;2009;?ngiltere;#YOK;#YOK;#YOK;#YOK;#YOK
4626;Karakomik Filmler: Kaçamak;Dram;Cem Y?lmaz;60;2019;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4627;Lions For Lambs;Aksiyon;Robert Redford;92;2007;ABD;$64,811,540;Matthew Michael Carnahan;Kas?m;autumn;0
4628;Dinle Neyden;Dram;Jacques Deschamps;;2008;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4632;In The Name Of The King 2;Aksiyon;Uwe Boll;;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4633;Lay The Favorite;Dram;Stephen Frears;94;2012;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4634;Possession;Dram;Neil LaBute;102;2002;Multi Nation;$14,815,898;#YOK;#YOK;#YOK;0
4635;Old School;Komedi;Todd Phillips;88;2003;ABD;$87,135,520;#YOK;#YOK;#YOK;0
4636;Robin Hood;Aksiyon;Otto Bathurst;116;2018;ABD;$321,669,741;Brian Helgeland;May?s;spring;0
4637;Trust;Dram;David Schwimmer;104;2010;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4639;The Devil's Double;Aksiyon;Lee Tamahori;109;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4640;Kaze tachinu;Animasyon;Hayao Miyazaki;126;2013;Japonya;#YOK;#YOK;#YOK;#YOK;#YOK
4642;Daenseo-ui Sunjeong;Dram;Young-hoon Park;110;2005;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
4643;Trasgredire;Dram;Tinto Brass;91;2000;?talya;#YOK;#YOK;#YOK;#YOK;#YOK
4644;Flashbacks Of A Fool;Dram;Baillie Walsh;110;2008;?ngiltere;#YOK;#YOK;#YOK;#YOK;#YOK
4645;Titanic 2;Aksiyon;Shane Van Dyke;90;2010;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4647;Niwemang / Half Moon;Dram;Bahman Ghobadi;107;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4648;What A Man;Komedi;Matthias Schweighöfer;95;2011;Almanya;#YOK;#YOK;#YOK;#YOK;#YOK
4650;The Wedding Ringer;Komedi;Jeremy Garelick;101;2015;ABD;$79,799,880;#YOK;#YOK;#YOK;#YOK
4651;Ya?amak Güzel ?ey;Dram;Müfit Can Saç?nt?;101;2017;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4652;And Soon the Darkness;Gerilim;Marcos Efron;91;2010;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4653;I Hate Valentine's Day;Komedi;Nia Vardalos;98;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4654;The Circuit;Aile;Peter Werner;88;2008;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4656;Manderlay;Dram;Lars von Trier;139;2005;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4657;The Lost;Gerilim;Bryan Goeres;94;2009;?spanya;#YOK;#YOK;#YOK;#YOK;#YOK
4658;Enter Nowhere;Bilim Kurgu;Jack Heller;86;2011;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4659;Seven Days;Gerilim;Shin-yeon Won;16;2007;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
4660;Jumanji: The Next Level;Fantastik;Jake Kasdan;123;2019;ABD;$801,693,929;"Jeff Pinkner
                                        ";Aral?k;winter;0
4662;Spartacus;Aksiyon;Robert Dornhelm;;2004;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4664;Extraction;Aksiyon;Sam Hargrave;116;2020;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4665;Seni Seviyorum Adam?m;Romantik;Biray Dalk?ran;96;2014;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4666;One Night At Mccool's;Komedi;Harald Zwart;93;2001;ABD;$13,473,370;Stan Seidel;Haziran;summer;0
4667;Killing Me Softly;Gerilim;Kaiqe Chen;100;2002;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4668;Manuale d’amore 3;Dram;Giovanni Veronesi;130;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4669;Semi-pro;Komedi;Kent Alterman;91;2008;ABD;$44,004,502;Scot Armstrong;Nisan;spring;0
4670;Haunted House;Fantastik;Ben Stassen;38;2001;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4671;Kaledeki Yaln?zl?k;Dram;Volga Sorgu;90;2011;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4676;Main Hoon Na;Dram;Farah Khan;179;2004;Hindistan;#YOK;#YOK;#YOK;#YOK;#YOK
4677;Rock Of Ages;Dram;Adam Shankman;123;2012;ABD;$59,418,613;#YOK;#YOK;#YOK;0
4678;The Cobbler;Dram;Thomas McCarthy;99;2014;ABD;#YOK;#YOK;#YOK;#YOK;0
4679;Win Win;Dram;Thomas McCarthy;106;2011;ABD;#YOK;#YOK;#YOK;#YOK;0
4680;Far Cry;Bilim Kurgu;Uwe Boll;95;2008;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4684;Balalayka;Dram;Ali Özgentürk;116;2000;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4685;De Helaasheid Der Dingen;Dram;Felix Van Groeningen;108;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4687;Live!;Gerilim;Bill Guttentag;96;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4688;Mr. Holmes;Dram;Bill Condon;104;2015;Multi Nation;$29,355,203;Jeffrey Hatcher;Eylül;autumn;0
4689;Zoop in Afrika / Zoo Rangers in Africa;Aile;Johan Nijenhuis;85;2005;Hollanda;#YOK;#YOK;#YOK;#YOK;#YOK
4690;My Marlon and Brando;Dram;Hüseyin Karabey;90;2008;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4691;The Professor and the Madman;Dram;Farhad Safinia;124;2019;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4694;Dinotopia;Aile;Marco Brambilla;;2002;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4696;Two Lovers;Dram;James Gray;110;2008;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4697;Bunhongsin;Gerilim;Kim Yong-kyoon;108;2005;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
4698;Birth;Dram;Jonathan Glazer;100;2004;Multi Nation;$23,925,492;#YOK;#YOK;#YOK;#YOK
4699;Anaconda 3;Aksiyon;Don E. FauntLeRoy;91;2008;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4700;Un Giorno Perfetto;Dram;Ferzan Özpetek;105;2008;?talya;#YOK;#YOK;#YOK;#YOK;#YOK
4702;K-19: The Widowmaker;Dram;Kathryn Bigelow;138;2002;Multi Nation;$65,716,126;"Christopher Kyle
                                        ";Nisan;spring;0
4703;Vacation;Komedi;"John Francis Daley
                                        ,                                                                                                                     Jonathan Goldstein (i)";99;2015;ABD;$107,228,221;"John Francis Daley
                                        ";A?ustos;summer;#YOK
4707;Open Range;Aksiyon;Kevin Costner;139;2003;Multi Nation;$68,296,293;Craig Storper;Ekim;autumn;0
4708;1911;Aksiyon;"Jackie Chan
                                        ,                                                                                                                     Li Zhang
                                        ,                                                                                                                     Zhang Li";155;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#DE?ER!
4709;Hititya: Madalyonun S?rr?;Macera;"Ula? Cihan ?im?ek
                                        ,                                                                                                                     Cengiz Deveci";105;2013;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4710;Bekas;Dram;Karzan Kader;97;2012;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4711;Nochnoy Dozor;Aksiyon;Timur Bekmambetov;114;2004;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4712;4.3.2.1;Aksiyon;"Noel Clarke
                                        ,                                                                                                                     Mark Davis";117;2010;?ngiltere;#YOK;#YOK;#YOK;#YOK;#YOK
4713;English Vinglish;Aile;Gauri Shinde;134;2012;Hindistan;#YOK;#YOK;#YOK;#YOK;#YOK
4714;Moonlight;Dram;Barry Jenkins;111;2016;ABD;$65,172,611;Barry Jenkins;?ubat;winter;0
4715;Roma;Dram;Alfonso Cuarón;135;2018;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4716;Battle of the Year;Dram;Benson Lee;110;2013;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4717;They;Gerilim;Robert Harmon;89;2002;ABD;$16,446,271;Brendan Hood;Temmuz;summer;0
4718;Mühürlü Kö?k;Gerilim;Serkant Ya?ar Kutlubay;80;2011;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4719;OHA Diyorum;Komedi;Ersan Özer;90;2017;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4721;Chasing Mavericks;Dram;Curtis Hanson;117;2012;ABD;#YOK;#YOK;#YOK;#YOK;0
4722;Too Young To Marry;Dram;Michel Poulette;90;2007;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4723;The Circle;Bilim Kurgu;James Ponsoldt;110;2017;Multi Nation;$40,656,399;James Ponsoldt;Nisan;spring;0
4724;Kelebek;Dram;Cihan Ta?k?n;;2009;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4725;To The Wonder;Dram;Terrence Malick;112;2012;ABD;#YOK;#YOK;#YOK;#YOK;0
4726;Billu Barber;Dram;Priyadarshan;137;2009;Hindistan;#YOK;#YOK;#YOK;#YOK;#YOK
4727;?tiraf;Dram;Zeki Demirkubuz;100;2001;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4728;Looking For Eric;Dram;Ken Loach;119;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4729;Burning Bright;Dram;Carlos Brooks;89;2010;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4731;Buried Alive;Korku;Robert Kurtzman;94;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4734;Strings;Animasyon;Anders Rønnow Klarlund;88;2004;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4735;Miss Pettigrew Lives For A Day;Dram;Bharat Nalluri;92;2008;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4736;Sharks 3D;Belgesel;Jean-Jacques Mantello;42;2004;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4737;I, Tonya;Dram;Craig Gillespie;120;2017;ABD;$53,939,297;Steven Rogers;?ubat;winter;0
4739;Gölgeler Ve Suretler;Dram;Dervi? Zaim;116;2010;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4740;?ans?m? Seveyim;Komedi;Ender M?hlar;92;2017;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4741;Outlaw;Aksiyon;Nick Love;103;2007;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4742;Sidewalls;Dram;Gustavo Taretto;95;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4743;Real: The Movie;Belgesel;"Borja Manso
                                        ,                                                                                                                     Eloy Gonzalez
                                        ,                                                                                                                     Goyo Villasevil";90;2005;?spanya;#YOK;#YOK;#YOK;#YOK;#DE?ER!
4744;Promocion Fantasma;Komedi;Javier Ruiz Caldera;88;2012;?spanya;#YOK;#YOK;#YOK;#YOK;#YOK
4745;Hunger;Korku;Steven Hentges;101;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4746;Simon Says;Gerilim;William Dear;87;2006;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4748;Odd Thomas;Gerilim;Stephen Sommers;;2012;ABD;#YOK;#YOK;#YOK;#YOK;0
4750;First Born;Dram;Isaac Webb;95;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4751;The Lost Future;Bilim Kurgu;Mikael Salomon;90;2010;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4752;Gedo Senki / Tales From Earthsea;Animasyon;Gorô Miyazaki;115;2006;Japonya;#YOK;#YOK;#YOK;#YOK;#YOK
4754;Gigli;Dram;Martin Brest;122;2003;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4755;Sonsuz A?k;Romantik;Ahmet Kat?ks?z;109;2017;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4756;Boku no kanojo wa saibôgu;Bilim Kurgu;Kwak Jae-young;120;2008;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4757;Sanam Teri Kasam;Dram;"Vinay Sapru
                                        ,                                                                                                                     Radhika Rao";154;2016;Hindistan;#YOK;#YOK;#YOK;#YOK;#YOK
4758;Et Maintenant, on Va Où?;Dram;Nadine Labaki;110;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4760;Life Or Something Like It;Dram;Stephen Herek;103;2002;Multi Nation;$16,872,671;"Dana Stevens
                                        ";Aral?k;winter;0
4762;Why Him?;Komedi;John Hamburg;111;2016;ABD;$118,102,725;"John Hamburg
                                        ";Ocak;winter;0
4763;The Watcher;Gerilim;Joe Charbanic;96;2000;ABD;$47,267,829;"David Elliot
                                        ";Aral?k;winter;0
4765;Love 911;Dram;Jeong Ki-hun;120;2012;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
4768;Black Christmas;Gerilim;Glen Morgan;95;2006;Multi Nation;$21,510,851;"Glen Morgan
                                        ";Aral?k;winter;0
4769;Devil's Pass;Gerilim;Renny Harlin;100;2013;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4770;Heartbreakers;Komedi;David Mirkin;123;2001;ABD;$57,756,408;#YOK;#YOK;#YOK;#YOK
4771;La Planete Blanche;Aile;"Jean Lemire
                                        ,                                                                                                                     Thierry Piantanida
                                        ,                                                                                                                     Thierry Ragobert";86;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;#DE?ER!
4772;Breakfast On Pluto;Dram;Neil Jordan;128;2005;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4773;Mr. Peabody & Sherman;Animasyon;Rob Minkoff;92;2014;ABD;$275,698,039;"Ted Key
                                        ";Mart;spring;0
4774;Ginger Snaps Back: The Beginning;Dram;Grant Harvey;94;2004;Kanada;#YOK;#YOK;#YOK;#YOK;#YOK
4775;Erased;Aksiyon;Philipp Stölzl;100;2012;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4776;The Paperboy;Dram;Lee Daniels;107;2012;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4777;Mission To Mars;Bilim Kurgu;Brian De Palma;114;2000;Multi Nation;$110,983,407;"Jim Thomas
                                        ";Ekim;autumn;0
4778;Winx Club 3d: Magic Adventure;Animasyon;Iginio Straffi;;2010;?talya;#YOK;#YOK;#YOK;#YOK;#YOK
4779;Mandela: Long Walk to Freedom;Dram;Justin Chadwick;141;2013;Multi Nation;$27,985,788;William Nicholson;Nisan;spring;0
4780;Les Infideles;Komedi;"Emmanuelle Bercot
                                        ,                                                                                                                     Fred Cavayé";109;2012;Fransa;#YOK;#YOK;#YOK;#YOK;#YOK
4782;The Bad Mother's Handbook;Aile;Robin Sheppard;71;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4783;The Other Woman;Dram;"Jason Priestley
                                        ,                                                                                                                     Don Roos";98;2009;ABD;$196,710,396;Melissa Stack;May?s;spring;#YOK
4784;Joheunnom Nabbeunnom isanghannom;Aksiyon;Kim Ji-woon;130;2008;Güney Kore;#YOK;#YOK;#YOK;#YOK;0
4785;Bana Ad?n? Sor;Dram;M. Taner Gündöner;98;2015;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4787;Dragon Wars: D-War;Bilim Kurgu;Shim Hyung-rae;90;2007;Güney Kore;$75,108,817;#YOK;#YOK;#YOK;#YOK
4789;Fast Track;Komedi;Jesse Peretz;90;2006;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4790;Di Renjie: Tong tian di guo;Aksiyon;Tsui Hark;123;2010;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4793;The Cheetah Girls 1;Aile;Oz Scott;100;2003;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4794;Toki Wo Kakeru Shôjo;Animasyon;Mamoru Hosoda;98;2006;Japonya;#YOK;#YOK;#YOK;#YOK;#YOK
4795;13 Sins;Gerilim;Daniel Stamm;93;2014;ABD;#YOK;#YOK;#YOK;#YOK;0
4796;Dead End;Gerilim;"Fabrice Canepa
                                        ,                                                                                                                     Jean-Baptiste Andrea";83;2003;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4797;Half Nelson;Dram;Ryan Fleck;107;2006;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4798;Hatching Pete;Aile;Stuart Gillard;90;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4799;The Monuments Men;Aksiyon;George Clooney;118;2014;Multi Nation;$155,641,650;"George Clooney
                                        ";Mart;spring;0
4800;Queen;Dram;Vikas Bahl;146;2013;Hindistan;#YOK;#YOK;#YOK;#YOK;#YOK
4801;Bloodshot;Bilim Kurgu;Dave Wilson;109;2020;Multi Nation;$39,861,118;Eric Heisserer;Mart;spring;0
4802;Along Came A Spider;Aksiyon;Lee Tamahori;104;2001;Multi Nation;$105,178,561;Marc Moss;A?ustos;summer;0
4803;Der Rote Baron / The Red Baron;Aksiyon;Nikolai Müllerschön;120;2008;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4805;Sleeping Dogs Lie / Stay;Dram;Bobcat Goldthwait;87;2006;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4806;The Lucky Ones;Dram;Neil Burger;113;2007;ABD;#YOK;#YOK;#YOK;#YOK;0
4807;Collide;Aksiyon;Eran Creevy;98;2016;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4809;?kinci ?ans;Romantik;Özcan Deniz;90;2016;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4810;Annihilation;Bilim Kurgu;Alex Garland;115;2018;Multi Nation;$43,070,915;#YOK;#YOK;#YOK;#YOK
4812;Changing Lanes;Gerilim;Roger Michell;99;2002;ABD;$94,935,764;"Michael Tolkin
                                        ";Aral?k;winter;0
4813;The Colony;Bilim Kurgu;Jeff Renfroe;95;2013;Kanada;#YOK;#YOK;#YOK;#YOK;#YOK
4814;Delta Farce;Aksiyon;C.B. Harding;90;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4815;Damat Tak?m?;Komedi;Do?a Can Anafarta;;2017;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4816;Into the White;Aksiyon;Petter Næss;104;2012;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4817;The Good Guy;Komedi;Julio DePietro;90;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4818;The Founder;Dram;John Lee Hancock;115;2016;ABD;$24,121,245;Robert D. Siegel;Mart;spring;0
4819;The Hit List;Aksiyon;William Kaufman;90;2011;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4820;Secondhand Lions;Aile;Tim McCanlies;111;2003;ABD;$48,249,017;#YOK;#YOK;#YOK;#YOK
4821;The Tower;Aksiyon;Kim Ji-hoon (ii);121;2012;Güney Kore;$36,512,327;#YOK;#YOK;#YOK;#YOK
4822;Imagine;Dram;Andrzej Jakimowski;105;2012;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4823;Liberal Arts;Dram;Josh Radnor;97;2012;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4824;Last Days;Dram;Gus Van Sant;97;2005;ABD;#YOK;#YOK;#YOK;#YOK;0
4825;Godzilla: King of the Monsters;Bilim Kurgu;Michael Dougherty;132;2019;Multi Nation;$387,300,138;"Max Borenstein
                                        ";May?s;spring;0
4828;'Salem's Lot;Fantastik;Mikael Salomon;181;2004;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4829;The Snowman;Gerilim;Tomas Alfredson;119;2017;Multi Nation;$43,155,261;"Matthew Michael Carnahan
                                        ";Kas?m;autumn;0
4830;Kebab Connection;Aksiyon;Anno Saul;96;2004;Almanya;#YOK;#YOK;#YOK;#YOK;#YOK
4831;Smokin' Aces 2: Assassins' Ball;Aksiyon;P.J. Pesce;86;2010;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4832;Mulan: Warrior Princess;Aksiyon;"Jingle Ma
                                        ,                                                                                                                     Wei Dong";115;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4833;Kung Fu Panda Holiday;Animasyon;Tim Johnson;21;2010;ABD;#YOK;#YOK;#YOK;#YOK;0
4834;Swing Vote;Dram;Joshua Michael Stern;120;2008;ABD;#YOK;#YOK;#YOK;#YOK;0
4836;Drillbit Taylor;Komedi;Steven Brill;102;2008;ABD;$49,944,325;"Seth Rogen
                                        ";Nisan;spring;0
4837;Ice Castles;Dram;Donald Wrye;95;2010;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4838;Lords Of Dogtown;Dram;Catherine Hardwicke;107;2005;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4839;The World's End;Bilim Kurgu;Edgar Wright;109;2013;?ngiltere;$46,089,287;#YOK;#YOK;#YOK;0
4840;Jungle;Dram;Greg McLean;115;2017;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4841;Entre Les Murs;Dram;Laurent Cantet;128;2008;Fransa;#YOK;#YOK;#YOK;#YOK;#YOK
4842;Cui mian da shi;Dram;Leste Chen;104;2014;Çin;#YOK;#YOK;#YOK;#YOK;#YOK
4843;Into The Blue 2 The Reef;Aksiyon;Stephen Herek;92;2009;ABD;#YOK;#YOK;#YOK;#YOK;0
4844;Leaves Of Grass;Gerilim;Tim Blake Nelson;104;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4845;Le Concert;Dram;Radu Mih?ileanu;119;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4846;Assassination of a High School President;Komedi;Brett Simon;93;2008;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4847;Abdülhamit Dü?erken;Dram;Ziya Öztan;121;2002;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4848;Zero Dark Thirty;Dram;Kathryn Bigelow;157;2012;ABD;$132,820,716;Mark Boal;?ubat;winter;0
4849;The Tortured;Korku;Robert Lieberman;79;2010;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4850;Alice Upside Down;Aile;Sandy Tung;91;2007;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4851;Hangmans Curse;Gerilim;Rafal Zielinski;106;2003;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4852;Youth in Revolt;Komedi;Miguel Arteta;87;2009;ABD;$19,651,093;#YOK;#YOK;#YOK;#YOK
4853;Love's Brother;Romantik;Jan Sardi;103;2004;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4854;47 Meters Down;Gerilim;Johannes Roberts;87;2017;Multi Nation;$62,187,529;"Johannes Roberts
                                        ";A?ustos;summer;0
4855;The Shepherd: Border Patrol;Aksiyon;Isaac Florentine;95;2008;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4857;Alatriste;Aksiyon;Agustín Díaz Yanes;145;2006;?spanya;#YOK;#YOK;#YOK;#YOK;#YOK
4858;Norwegian Wood;Dram;Anh Hung Tran;133;2010;Japonya;$19,115,721;"Anh Hung Tran
                                        ";A?ustos;summer;0
4860;Grbavica: Esmas Geheimnis;Dram;"Jasmila Zbanic
                                        ,                                                                                                                     Barbara Albert";90;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
